,r1,r2,rnn action,adv action,adv reward,real model action
0,0.0,0.0,[[1 0]],[0],[0.],
1,0.0,0.0,[[0 1]],[0],[1.],
2,1.0,0.0,[[1 0]],[1],[0.],
3,1.0,1.0,[[1 0]],[3],[1.],
4,0.0,0.0,[[1 0]],[0],[1.],
5,0.0,0.0,[[1 0]],[0],[1.],
6,0.0,0.0,[[1 0]],[0],[1.],
7,0.0,0.0,[[1 0]],[0],[1.],
8,0.0,0.0,[[1 0]],[0],[1.],
9,1.0,0.0,[[1 0]],[1],[1.],
10,0.0,0.0,[[1 0]],[0],[1.],
11,0.0,0.0,[[1 0]],[0],[1.],
12,0.0,0.0,[[1 0]],[0],[1.],
13,0.0,0.0,[[1 0]],[0],[1.],
14,0.0,0.0,[[1 0]],[0],[1.],
15,0.0,0.0,[[1 0]],[0],[1.],
16,0.0,0.0,[[1 0]],[0],[1.],
17,1.0,0.0,[[1 0]],[1],[1.],
18,0.0,1.0,[[1 0]],[2],[1.],
19,0.0,0.0,[[1 0]],[0],[1.],
20,0.0,0.0,[[1 0]],[0],[1.],
21,0.0,0.0,[[1 0]],[0],[1.],
22,0.0,0.0,[[1 0]],[0],[1.],
23,0.0,0.0,[[1 0]],[0],[1.],
24,1.0,0.0,[[1 0]],[1],[1.],
25,0.0,1.0,[[1 0]],[2],[1.],
26,1.0,0.0,[[1 0]],[1],[1.],
27,1.0,0.0,[[1 0]],[1],[1.],
28,1.0,0.0,[[1 0]],[1],[1.],
29,0.0,1.0,[[1 0]],[2],[1.],
30,1.0,1.0,[[1 0]],[3],[1.],
31,0.0,1.0,[[1 0]],[2],[1.],
32,1.0,1.0,[[1 0]],[3],[1.],
33,0.0,1.0,[[1 0]],[2],[1.],
34,1.0,1.0,[[1 0]],[3],[1.],
35,0.0,1.0,[[1 0]],[2],[1.],
36,0.0,1.0,[[1 0]],[2],[1.],
37,1.0,1.0,[[1 0]],[3],[1.],
38,0.0,1.0,[[1 0]],[2],[1.],
39,0.0,1.0,[[1 0]],[2],[1.],
40,1.0,1.0,[[1 0]],[3],[1.],
41,0.0,1.0,[[1 0]],[2],[1.],
42,0.0,1.0,[[1 0]],[2],[1.],
43,1.0,1.0,[[1 0]],[3],[1.],
44,0.0,1.0,[[1 0]],[2],[1.],
45,0.0,1.0,[[1 0]],[2],[1.],
46,1.0,1.0,[[1 0]],[3],[1.],
47,0.0,1.0,[[1 0]],[2],[1.],
48,0.0,1.0,[[1 0]],[2],[1.],
49,1.0,0.0,[[1 0]],[1],[1.],
50,0.0,1.0,[[1 0]],[2],[1.],
51,0.0,1.0,[[1 0]],[2],[1.],
52,1.0,0.0,[[1 0]],[1],[1.],
53,0.0,0.0,[[1 0]],[2],[1.],
54,0.0,0.0,[[1 0]],[2],[1.],
55,1.0,0.0,[[1 0]],[1],[1.],
56,0.0,0.0,[[1 0]],[2],[1.],
57,0.0,0.0,[[1 0]],[2],[1.],
58,1.0,0.0,[[1 0]],[1],[1.],
59,0.0,0.0,[[1 0]],[2],[1.],
60,0.0,0.0,[[1 0]],[2],[1.],
61,1.0,0.0,[[1 0]],[1],[1.],
62,0.0,0.0,[[1 0]],[2],[1.],
63,1.0,0.0,[[1 0]],[1],[1.],
64,0.0,0.0,[[1 0]],[2],[1.],
65,0.0,0.0,[[1 0]],[2],[1.],
66,1.0,0.0,[[1 0]],[1],[1.],
67,0.0,0.0,[[1 0]],[2],[1.],
68,1.0,0.0,[[1 0]],[1],[1.],
69,0.0,0.0,[[1 0]],[2],[1.],
70,0.0,0.0,[[1 0]],[2],[1.],
71,1.0,0.0,[[1 0]],[1],[1.],
72,0.0,0.0,[[1 0]],[2],[1.],
73,0.0,0.0,[[1 0]],[2],[1.],
74,1.0,0.0,[[1 0]],[1],[1.],
75,0.0,0.0,[[1 0]],[2],[1.],
76,0.0,0.0,[[1 0]],[2],[1.],
77,0.0,0.0,[[1 0]],[1],[1.],
78,0.0,0.0,[[1 0]],[1],[1.],
79,0.0,0.0,[[1 0]],[1],[1.],
80,0.0,0.0,[[1 0]],[1],[1.],
81,0.0,0.0,[[1 0]],[1],[1.],
82,0.0,0.0,[[1 0]],[1],[1.],
83,0.0,0.0,[[1 0]],[1],[1.],
84,0.0,0.0,[[1 0]],[1],[1.],
85,0.0,0.0,[[1 0]],[1],[1.],
86,0.0,0.0,[[1 0]],[1],[1.],
87,0.0,0.0,[[1 0]],[1],[1.],
88,0.0,0.0,[[1 0]],[1],[1.],
89,0.0,0.0,[[1 0]],[1],[1.],
90,0.0,0.0,[[1 0]],[1],[1.],
91,0.0,0.0,[[1 0]],[1],[1.],
92,0.0,0.0,[[1 0]],[1],[1.],
93,0.0,0.0,[[1 0]],[1],[1.],
94,0.0,0.0,[[1 0]],[1],[1.],
95,0.0,0.0,[[1 0]],[1],[1.],
96,0.0,0.0,[[1 0]],[1],[1.],
97,0.0,0.0,[[0 1]],[1],[1.],
98,0.0,0.0,[[1 0]],[1],[0.],
99,0.0,0.0,[[1 0]],[1],[1.],
